InvoiceId,Description,Quantity,Unit_Price,Tax_Rate,Total_Excluding_Tax,Tax_Amount,Profit,Total_Including_Tax,employee_Id,EmployeeFirstName,EmployeeLastName,Is_Salesperson,Stock_Item_Id,Stock_Item_Name,Stock_ItemColor,Stock_Item_Size,Item_Size,Stock_ItemPrice,Customer_Id,CustomerName,CustomerCategory,CustomerContactName,CustomerPostalCode,CustomerContactNumber,City_ID,City,State_Province,Country,Continent,Sales_Territory,Region,Subregion,Latest_Recorded_Population
66949,IT joke mug - keyboard not found ? press F1 to continue (Black),3,13,15,39,5.849999905,25.5,44.84999847,14,Lily ,Code,TRUE,53,IT joke mug - keyboard not found ? press F1 to continue (Black),Black,N/A,0.150000006,13,543,"Wingtip Toys (Lexington Heights, MI)",Novelty Shop,Abhaya Rambhatla,90067,9000031833,19338,Lexington Heights,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
67655,Developer joke mug - this code was generated by a tool (Black),5,13,15,65,9.75,42.5,74.75,2,Kayla ,Woodcock,TRUE,49,Developer joke mug - this code was generated by a tool (Black),Black,N/A,0.150000006,13,543,"Wingtip Toys (Lexington Heights, MI)",Novelty Shop,Abhaya Rambhatla,90067,9000031834,19338,Lexington Heights,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
66990,Halloween skull mask (Gray) XL,36,18,15,648,97.19999695,108,745.2000122,20,Jack ,Potter,TRUE,149,Halloween skull mask (Gray) XL,Gray,XL,0.300000012,18,543,"Wingtip Toys (Lexington Heights, MI)",Novelty Shop,Abhaya Rambhatla,90067,9000031835,19338,Lexington Heights,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
67484,USB food flash drive - shrimp cocktail,9,32,15,288,43.20000076,180,331.2000122,14,Lily ,Code,TRUE,13,USB food flash drive - shrimp cocktail,N/A,N/A,0.050000001,32,543,"Wingtip Toys (Lexington Heights, MI)",Novelty Shop,Abhaya Rambhatla,90067,9000031836,19338,Lexington Heights,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
67655,Animal with big feet slippers (Brown) XL,8,32,15,256,38.40000153,188,294.3999939,2,Kayla ,Woodcock,TRUE,137,Animal with big feet slippers (Brown) XL,N/A,XL,0.400000006,32,543,"Wingtip Toys (Lexington Heights, MI)",Novelty Shop,Abhaya Rambhatla,90067,9000031837,19338,Lexington Heights,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
67487,20 mm Double sided bubble wrap 50m,40,108,15,4320,648,3680,4968,15,Taj ,Shand,TRUE,161,20 mm Double sided bubble wrap 50m,N/A,50m,10,108,543,"Wingtip Toys (Lexington Heights, MI)",Novelty Shop,Abhaya Rambhatla,90067,9000031838,19338,Lexington Heights,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
68100,RC big wheel monster truck with remote control (Black) 1/50 scale,10,45,15,450,67.5,295,517.5,14,Lily ,Code,TRUE,66,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,1/50 scale,1.799999952,45,129,"Tailspin Toys (Mineral Hills, MI)",Novelty Shop,Javiera Madera,90442,9000031839,22430,Mineral Hills,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
68100,20 mm Anti static bubble wrap (Blue) 10m,50,29,15,1450,217.5,850,1667.5,14,Lily ,Code,TRUE,168,20 mm Anti static bubble wrap (Blue) 10m,Blue,10m,5,29,129,"Tailspin Toys (Mineral Hills, MI)",Novelty Shop,Javiera Madera,90442,9000031840,22430,Mineral Hills,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
68100,Black and orange fragile despatch tape 48mmx75m,360,3.700000048,15,1332,199.8000031,684,1531.800049,14,Lily ,Code,TRUE,191,Black and orange fragile despatch tape 48mmx75m,N/A,48mmx75m,0.5,3.700000048,129,"Tailspin Toys (Mineral Hills, MI)",Novelty Shop,Javiera Madera,90442,9000031841,22430,Mineral Hills,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
67973,Ride on vintage American toy coupe (Black) 1/12 scale,5,285,15,1425,213.75,650,1638.75,13,Hudson ,Hollinworth,TRUE,74,Ride on vintage American toy coupe (Black) 1/12 scale,Black,1/12 scale,18,285,129,"Tailspin Toys (Mineral Hills, MI)",Novelty Shop,Javiera Madera,90442,9000031842,22430,Mineral Hills,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
67730,Black and yellow heavy despatch tape  48mmx75m,216,3.700000048,15,799.2000122,119.8799973,475.2000122,919.0800171,7,Amy ,Trefl,TRUE,199,Black and yellow heavy despatch tape  48mmx75m,N/A,48mmx75m,0.5,3.700000048,129,"Tailspin Toys (Mineral Hills, MI)",Novelty Shop,Javiera Madera,90442,9000031843,22430,Mineral Hills,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
68100,Furry animal socks (Pink) S,24,5,15,120,18,84,138,14,Lily ,Code,TRUE,138,Furry animal socks (Pink) S,N/A,S,0.100000001,5,129,"Tailspin Toys (Mineral Hills, MI)",Novelty Shop,Javiera Madera,90442,9000031844,22430,Mineral Hills,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
67973,USB food flash drive - dessert 10 drive variety pack,9,36,15,324,48.59999847,-472.5,372.6000061,13,Hudson ,Hollinworth,TRUE,15,USB food flash drive - dessert 10 drive variety pack,N/A,N/A,0.5,240,129,"Tailspin Toys (Mineral Hills, MI)",Novelty Shop,Javiera Madera,90442,9000031845,22430,Mineral Hills,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
67973,Developer joke mug - that's a hardware problem (White),2,13,15,26,3.900000095,17,29.89999962,13,Hudson ,Hollinworth,TRUE,32,Developer joke mug - that's a hardware problem (White),White,N/A,0.150000006,13,129,"Tailspin Toys (Mineral Hills, MI)",Novelty Shop,Javiera Madera,90442,9000031846,22430,Mineral Hills,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
